Id	x_coord	y_coord
הוראות חיקוק ובהתאם להן או שנעשה בתחום הרשאה חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. הגדרות (תיקון מס' 10) תשס"ה-2005	40	636
חוק שוויון זכויות לאנשים עם מוגבלות, סטייה ניכרת;   מיום 24.7.2016 תק' תשע"ו-2016	40	637
הוראות תקנה זו אינן חלות על דמי הפגיעה ששולמו בהתאם לסעיף 14(א)(1) לחוק.  (ד) החישוב לפי תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957	40	638
תקנות 6, 25(3) ו-(4), 26, 51(2) ו-86 עד 90 – ביום ל' בכסלו תשכ"ח (1 בינואר 1968	40	639
פקודה זו. (תיקון מס' 1)      תשל"ד-1974	40	640
תקנות הוראות בדבר דרכי סיוע של המעסיק לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	641
תקנה 7 לענין תחילה. מס' 929 מיום 30.7.1959 עמ' 1744 – תק' (מס' 2) תשי"ט-1959	40	642
הוראות סעיף 195, דינו – קנס 500 לירות 1,500 לירות וקנס נוסף 20 לירות 150 לירות בעד כל יום שבו נמשכת העבירה. פגיעה בתעודה מוצגת (תיקון מס' 1)      תשל"ד-1974	40	643
תקנות   החשמל(רשיונות), תשמ"ה-1985	40	644
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ביום ד' בטבת התש"ף (1 בינואר 2020	40	645
תקנות עגורנאים" – תקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992	40	646
הוראות פרק ג' סימן ו': שרשרות, חבלים ואבזרי הרמה, וסימן ז': מכונות הרמה; (תיקון מס' 2)  תשמ"א-1981	40	647
תקנות   127. השר רשאי להתקין תקנות בדבר מימלטים מדליקה שיש להתקין למפעלים או לסוג או הגדר של מפעלים. התקנת מימלטים     וקיומם (תיקון מס' 1)      תשל"ד-1974	40	648
תקנות בטיחות ובריאות בטיחות, בריאות וגיהות הגדרות (תיקון מס' 9)      תשע"ו-2016	40	649
חוק לתיקון פקודת הבטיחות בעבודה (מס' 6), תשס"ה-2005	40	650
הוראות פקודה זו או אינם מתיישבים עמן. תחילה   93.  תחילתו של נוסח חדש זה היא ביום ט' בתשרי תשכ"ט (1 באוקטובר 1968	40	651
הוראות הבטיחות מיום 28.5.2019 עד יום 27.5.2024 תיקון מס' 11 – הוראת שעה ס"ח תשע"ט מס' 2761	40	652
תקנות משנה (א) עד (ד), היו המקרקעין מקרקעי ישראל, יחולו לעניין הסכמת רשות מקרקעי ישראל הוראות אלה:   מיום 1.1.2020 תק' תש"ף-2020	40	653
תקנת משנה (א). מיום 4.5.2000 תק' תש"ס-2000	40	654
הוראות סעיפים 98  ו-99, כולן או מקצתן, כל אימת שהוא משוכנע שמילוין אינו נחוץ או אינו מעשי. סימן י': דודי קיטור אישור להתקנה (תיקון מס' 1)      תשל"ד-1974	40	655
תקנת משנה (א), ירחיקוהו מאתר הבניה. תק'     תשע"ט-2019	40	656
פקודה זו או אינם מתיישבים עמן. תחילה   93.  תחילתו של נוסח חדש זה היא ביום ט' בתשרי תשכ"ט (1 באוקטובר 1968	40	657
חוק הגז (בטיחות ורישוי), תשמ"ט-1989	40	658
הוראות בדבר דרכי סיוע של המעביד לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים.   מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	659
תקנות הבטיחות בעבודה (עבודות בניה), התשט"ו-1955	40	660
תקנה 4 לענין הוראות מעבר (תוקנו ק"ת תשכ"ב מס' 1254	40	661
פקודת בתי-חרושת, 1946 פקודת הבטיחות בעבודה [נוסח חדש], תש"ל-1970	40	662
פקודה זו או לפי כל דין אחר. מיום 25.3.1992 תיקון מס' 7 ס"ח תשנ"ב מס' 1391	40	663
תקנה 7, ובלבד שיש בידו תעודת סיום של קורס בנושאי בטיחות מיתקני חשמל, מתח גבוה ומתן עזרה ראשונה לנפגעי חשמל, ולאחר שעמד בהצלחה בבחינות שערכה יחידת הבחינות. מיום 26.4.1994 תק' תשנ"ד-1994	40	664
הוראה מהוראות תקנות אלה, דינו - מאסר שישה חודשים, או קנס כאמור בסעיף 61(א)(1) לחוק העונשין, תשל"ז-1977	40	665
תקנה 13; (7)   קובץ תכנית ראשית כמפורט בתוספת; תק'     תש"ף-2020	40	666
תקנות התכנון והבנייה (רישוי בנייה) (הוראת שעה), התשע"ז-2017	40	667
תקנות הבטיחות בעבודה (עבודה בגובה),   תשסז-2007	40	668
הוראות סעיף זה כדי לגרוע מאחריות לפי דין אחר. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	669
תקנות אלה;                     "שירות רפואי מוסמך" – כל אחד מאלה: (1)   לשכת בריאות מחוזית או נפתית של משרד הבריאות; תק'     תש"ס-2000	40	670
תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. מיום 15.12.1998 תק' תשנ"ח-1998	40	671
חוק החניכות. (ב) לענין תקנה 25(2)(ב) - מעבידו של החניך לענין חוק החניכות, תשי"ג-1953	40	672
הוראה על פי סעיף 25(א), דינו – קנס 500 לירות. העברה מכהונה (תיקון מס' 8)      תשע"ד-2014	40	673
חוק המהנדסים והאדריכלים, התשי"ח-1958	40	674
חוק זה, דינו – קנס 50 לירות. (תיקון     מס' 2)      תשמ"ב-1982	40	675
הוראת שעה; תחילתה 30 ימים מיום פרסומה, תוקפה לשנה ור' תקנה 5 לענין הוראת מעבר. תוקנה מס' 6238 מיום 11.5.2003 עמ' 697 – הוראת שעה (תיקון) תשס"ג-2003	40	676
תקנה זו -   "תקופת האיזון" - תקופה רצופה של שנתיים החל מיום כ"ב באדר ב' תשי"ט (1 באפריל 1959	40	677
תקנת משנה (א), רשאי להתמנות ולשמש מנהל עבודה – (1)   מי שהתמנה למנהל עבודה בעבודות בניה לפי תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955	40	678
הוראות פרק ב'1 האמור, ויציג אותם למפקח או לבודק מוסמך, לפי דרישתם. מיום 1.12.2015 תיקון מס' 8 ס"ח תשע"ו מס' 2510	40	679
חוק העונשין, התשל"ז-1977	40	680
הוראות הקבועות בתקן.           (ג)   זקפים ומשטחים שיוצרו עד תום שישה חודשים מיום פרסומן של תקנות הבטיחות בעבודה (עבודות בנייה) (תיקון), התשע"ט-2019	40	681
תקנות החשמל (התקנת כבלים במתח שאינו עולה על מתח נמוך), תש"ס-2000	40	682
תקנות האמורות. 4.        תקנות 79, 80 ו-164(א) עד (ג) לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988	40	683
תקנות רישום קבלנים לעבודות הנדסה בנאיות (מנהלי עבודה), תשמ"ב-1982	40	684
תקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988	40	685
חוק שוויון זכויות לאנשים עם מוגבלות, התשנ"ח-1998	40	686
תקנות הבטיחות בעבודה (מחצבות אבן), תשכ"ה-1965	40	687
הוראות פרק זה, יעמיד לרשותו את האמצעים הנדרשים למילוי תפקידו ויאפשר לו לבצע את עבודתו. מיום 28.5.2019 עד יום 27.5.2024 תיקון מס' 11 – הוראת שעה ס"ח תשע"ט מס' 2761	40	688
הוראת שעה (תיקון) תשע"ב-2012	40	689
תקנה 3 לענין הוראת שעה (תוקנו מס' 4434 מיום 5.12.1982 עמ' 330 – תק' (תיקון) תשמ"ג-1982	40	690
הוראות מיוחדות לגבי סוגי מבוטחים אישור מקומות שיקום     מקצועי והכשרה מקצועית תק' (מס' 4) תשכ"ח-1968	40	691
תקנה 121, לבקשת מבקש ההיתר, מותר לפעול לפי תקנות אלה מיום פרסומן.            תק' תש"ף-2020	40	692
תקנת משנה (א)(3), (4), (5) ו-(6) יבוצעו במעבדה רפואית, ובדיקות המעבדה המפורטות בתקנת משנה (א)(11) יבוצעו במעבדה לבדיקות טוקסיקולוגיות. מיום 7.4.1999 תק' תשנ"ט-1999	40	693
פקודה על     תחנות חשמל וקווי חשמל (תיקון מס' 2)  תשמ"א-1981	40	694
פקודת הבטיחות בעבודה [נוסח חדש], התש"ל-1970	40	695
הוראת סעיף 7א(א), או לשמור, על אף הוראות סעיפים 7א עד 7ג, על מעמדו כנתבע בתובענה שהוגשה נגדו. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026	40	696
חוק החומרים המסוכנים; "מקום עבודה" – מקום עיסוק בחומר מסוכן;           "מפקח העבודה הראשי" – כמשמעותו בחוק ארגון הפיקוח על העבודה, תשי"ד-1954	40	697
תקנה 20 תחילתה תחילתן של הוראות תקנות 20 ו-41(א)(2) לגבי עגורן-צריח הנמצא בישראל ביום פרסומן של תקנות אלה היא ביום ל' בכסלו תשכ"ח (1 בינואר 1968	40	698
הוראות תקנות 2 ו-4. מיום 29.8.1991 תק' תשנ"א-1991	40	699
תקנות אלה; (7) הפיקוח הרפואי במחלקת באגף הפיקוח על העבודה במשרד העבודה והרווחה; (8) המחלקה הרפואית לעובדי המדינה במשרד הבריאות;           "רופא" – כמשמעותו בפקודת הרופאים [נוסח חדש], תשל"ז-1976	40	700
תקנת משנה (ב), ואולם ניתן להמשיך להשתמש בכבל קיים שצבעי הזיהוי של בידוד מוליכיו אינם בהתאם לתקנת משנה (ב), ובלבד שיסומנו בסימוני זיהוי, כגון שרוולים, בצבעים כאמור. תק' תשס"ב-2002	40	701
תקנות 1 ו-2א(ד)) מיום 24.10.2002 תק' תשס"ב-2002	40	702
תקנות עבודת מכון בקרה;           "נציגות הבית המשותף" – כמשמעותה בסעיף 65 לחוק המקרקעין, התשכ"ט-1969	40	703
תקנה 9 לתקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), תשנ"ב-1992	40	704
תקנת דיפון נשקפת סכנה לעובד בשל מפולת, יורד לתוך הבור, החפירה או התעלה תא הגנה שיקנה לעובד הנמצא בו את מידת הבטיחות הדרושה עד להשלמת העבודה.  תק'     תשנ"א-1991	40	705
פקודת הבטיחות בעבודה;           "פקודת הבטיחות בעבודה" – פקודת הבטיחות בעבודה [נוסח חדש], התש"ל-1970	40	706
תקנה 16א   פטור תק'     תשס"ב-2002	40	707
תקנות הביטוח הלאומי (ביטוח מפני פגיעה בעבודה), תשי"ד-1954	40	708
הוראות גליון הבטיחות והוראות תווית הסימון.   תק'     תשס"ט-2009	40	709
תקנות. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	710
תקנה 84 מותר לפעול לפי תקנות אלה בלבד החל ביום פרסומן.   תוספת (תקנה 2(ב))         ה' בתמוז התשנ"א (17 ביוני 1991	40	711
תקנות הבניה, וכן "המחזיק במקום העבודה" כמשמעותו בחוק ארגון הפיקוח על העבודה, תשי"ד-1954	40	712
תקנות   מס מקביל (שירותי בריאות בעבודה) 1973 31 תקנות החשמל (מיתקן   חשמלי ארעי באתר בניה במתח שאינו עולה על מתח נמוך), תשס"ג-2002	40	713
תקנת משנה (א).   מפעל נפרד תק'     תשי"ז-1956	40	714
חוק שירות התעסוקה - תשי"ט-1959	40	715
פקודת בריאות הציבור (מזון) [נוסח חדש], תשמ"ג-1983	40	716
חוק להחלפת המונח מעביד (תיקוני חקיקה), תשע"ד-2014	40	717
תקנה 197 הנוסח הקודם: הוראות מעבר 197. (א) מי שהתמנה למנהל עבודה לפי תקנות הבטיחות בעבודה (עבודות בניה), התשט"ו-1955	40	718
תקנות התכנון והבניה (סטיה ניכרת מתכנית), תשס"ב-2002	40	719
תקנת משנה (א).   מיום 1.10.1982 תק' תשמ"ג-1982	40	720
הוראות תקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים), תשמ"ד-1984	40	721
תקנות הבטיחות בעבודה (עגורני צריח),   תשכ"ז-1966	40	722
תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. פיגום מיוחד תק' תשע"ט-2019	40	723
חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2015 ו-2016), תשע"ו-2015	40	724
הוראות מעבר  תכניות ומפרטים     בעברית   194. תכניות ומפרטים לפי תקנות אלה יהיו בעברית.  תחולה תק'     תשנ"ח-1998	40	725
תקנת כבלים במתח שאינו עולה על מתח נמוך), תש"ס-2000	40	726
תקנת משנה 122(ב1)   מיום 5.3.2018 תק' תשע"ח-2018	40	727
תקנות אלה; תק'     תשנ"ט-1999	40	728
תקנות   התכנון והבנייה (רישוי בנייה), תשעו-2016	40	729
חוק הטיס (ביטחון בתעופה האזרחית), התשל"ז-1977	40	730
תקנות   הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988	40	731
תקנה 1 לתקנות עבודת הנוער (עבודות אסורות ועבודות מוגבלות), התשנ"ו-1995	40	732
הוראות כל דין, דין מי שקיבל הרשאה לביצוע תפקיד בדיקה ובקרה כדין עובד הציבור לעניין חוקים אלה: (1)  חוק העונשין, התשל"ז-1977	40	733
תקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), תשמ"ו-1986	40	734
תקנות בין-לאומיות כהגדרתן בסעיף 19ב בפרק הרביעי לצו הפיקוח על מצרכים ושירותים (שירותי הובלה ושירותי גרורים), תשל"ט-1978	40	735
תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. מיום 27.1.2019 תק' תשע"ט-2019	40	736
תקנה 25 הנוסח הקודם: 25. מקום הכשרה מקצועית וכן מקום שיקום מקצועי, בהם מועסקים בעבודת כפיים לפחות 12 שעות בשבוע, מאושרים בזה לענין סעיף 16(א)(2) לחוק.   מיום 18.7.1968 תק' (מס' 4) תשכ"ח-1968	40	737
תקנות הבטיחות בעבודה (עזרה ראשונה במקומות עבודה), התשמ"ח-1988	40	738
תקנות הביטוח הלאומי (גביית דמי ביטוח), תשי"ד-1954	40	739
תקנות אלה; תק'     תשנ"א-1990	40	740
חוק האמור תעבור לידי הנאמן או תמומש בידיו; (תיקון מס' 12) תשע"ח-2018	40	741
תקנה 2(א), עד ליום כ"ד בטבת התשע"ט (1 בינואר 2019	40	742
תקנות למניעת מפגעים (רעש בלתי סביר   מציוד בניה), תשל"ט-1979	40	743
תקנה 16(ז), יודיע על כך לעורך הבקשה ולמהנדס בתוך חמישה ימים ממועד קבלת המסמכים החלקיים; לא נמסרה הודעה כאמור, יראו כאילו הוגשו כל המסמכים הנדרשים. מיום 5.3.2018 תק' תשע"ח-2018	40	744
הוראת שעה; תחילתו שישה חודשים מיום פרסומו ותוקפו לחמש שנים. [1] סמכויותיו הועברו לשר הרווחה והשירותים החברתיים: י"פ תשע"ז מס' 7394	40	745
תקנות הניטור; חובת ניהול כרטיס     בדיקות רפואיות תק' תשע"א-2011	40	746
תקנות – ביום כ"ב באייר תשכ"ז (1 ביוני 1967	40	747
תקנות הביטוח הלאומי (בדיקות רפואיות), תשכ"ה-1965	40	748
תקנות אלה. מיום 10.4.1994 תק' תשנ"ד-1994	40	749
תקנות הנזכרות בסעיף (ד) לעיל.               תאריך             שם המפעל               חתימה     כ"א בסיון תשנ"ב (22 ביוני 1992	40	750
תקנות, הוראות בדבר תקופת כהונתו של המועצה והתנאים להפסקת החברות בה.           (ד)  הודעה על הרכב מועצת המוסד תפורסם ברשומות. מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	751
הוראות סעיף 17(2) 17(א)(2) יחולו, בשינויים המחוייבים לפי הענין, על חילוקי דעות בין נאמני בטיחות לבין מעביד בקשר למעשי המעביד כאמור.   מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	752
תקנות רישום קבלנים לעבודות הנדסה בנאיות (מנהלי עבודה), תש"ל-1970	40	753
תקנה 7א תנאים לרישום דגם     לא ישראלי תק'     תש"ל-1970	40	754
תקנות אלה; תק'     תשנ"ה-1995	40	755
הוראות היצרן. תק' תשע"ט-2019	40	756
תקנות חומרי נפץ (מסחר, העברה, ייצור, החסנה ושימוש), תשנ"ד-1994	40	757
חוק זכויות לאנשים עם מוגבלות המועסקים כמשתקמים (הוראת שעה), התשס"ז-2007	40	758
פקודה זו את האגודה כמעסיק של החבר ואת החבר כעובד האגודה, אף-על-פי שהוא מקבל גמול עבודתו, כולו או מקצתו, על ידי השתתפות ברווחי האגודה או בהכנסתה ברוטו; מיום 15.7.2014 תיקון מס' 7 ס"ח תשע"ד מס' 2459	40	759
תקנות הביטוח הלאומי (עיגול גמלאות), תשל"ו-1976	40	760
פקודה), וסעיפים 14(א) ו-2(ד) לפקודת סדרי השלטון והמשפט, תש"ח-1948	40	761
תקנות אלה ביום י' בניסן תשמ"ה (1 באפריל 1985	40	762
הוראות תקנות 20 ו-41(א)(2) לגבי עגורן-צריח הנמצא בישראל ביום פרסומן של תקנות אלה היא ביום ל' בכסלו תשכ"ח (1 בינואר 1968	40	763
הוראות כלליות לענין תסקירים מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	764
תקנות לפי סעיף 45(א) לחוק, כפול שלושה כפול חמישה.   מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964	40	765
תקנה 18 הנוסח הקודם: ההודעה כתביעה 18. צוין בהודעה לפי תקנה 8 שהמבוטח שנפגע או שהתלויים בו תובעים גמלה לפי חלק ב' לחוק, יראו את ההודעה כתביעת גימלה. תק'     תשנ"ח-1998	40	766
חוק.   מיום 18.7.1968 תק' (מס' 4) תשכ"ח-1968	40	767
תקנות   הבטיחות בעבודה (עזרה ראשונה במקומות עבודה), תשמ"ח-1988	40	768
תקנה 92. מיום 16.6.1967 תק' תשכ"ז-1967	40	769
חוק) 1.    בנק ישראל; 2.    המוסד לביטוח לאומי; 3.    שירות התעסוקה; צו תשס"ז-2006	40	770
תקנות הביטוח הלאומי (גביית דמי הביטוח) תשי"ד-1954	40	771
חוק העתיקות, התשל"ח-1978	40	772
הוראות סעיף 8ד(א), דינו – מאסר ששה חדשים או קנס 50,000 שקלים. (תיקון     מס' 2)      תשמ"ב-1982	40	773
הוראה כאמור לגבי מפעל גז כמשמעותו בסעיף 8ד(ח) תינתן לאחר התייעצות עם שר האנרגיה והתשתית. (תיקון     מס' 11 – הוראת שעה) תשע"ט-2018	40	774
תקנה 2(א), עד ליום ד' בטבת התש"ף (1 בינואר 2020	40	775
תקנה 92) תקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966	40	776
תקנת משנה (א), רשות הרישוי תיתן היתר לעבודה שהיא חובה לפי חוק שוויון זכויות לאנשים עם מוגבלות, התשנ"ח-1998	40	777
תקנות   הבטיחות בעבודה (גיהות תעסוקתית ובריאות העובדים בחומרי הדברה שהם זרחנים   אורגניים וקרבמטיים), התשנ"ג-1992	40	778
תקנות בטיחות ובריאות; (3)   הוראות פרק ח': ביצוע; (4)   הוראות פרק ט': עבירות, עונשין והליכים משפטיים. (תיקון מס' 2)  תשמ"א-1981	40	779
חוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב לשנת 1997), תשנ"ז-1996	40	780
תקנת משנה 112(ו) חפירה על ידי     מכונה תק'     תשנ"א-1991	40	781
תקנות החשמל (הארקות ואמצעי הגנה בפני חישמול במתח עד 1,000 וולט), התשנ"א-1991	40	782
הוראתו של מפקח עבודה; חולקת קופת חולים על הוראות מפקח כאמור, רשאית היא לערור על כך בפני מפקח רפואי ארצי של משרד העבודה; תק' תשל"ה–1974	40	783
תקנה 25 וכן מבוטח כאמור בתקנה 26 (1א) ו-(1ב) – הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול עשרה.   מיום 6.1.1974 תק' (מס' 2) תשל"ד-1974	40	784
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ביום כ"ד בטבת התשע"ט (1 בינואר 2019	40	785
תקנה זו -  "עולה" - תושב ישראל שעלה לפי חוק השבות, תש"י-1950	40	786
תקנות המקרקעין (ניהול ורישום), התשע"ב-2011	40	787
פקודת בריאות העם, 1940, יראו כמעבידו את בעל בית החולים; תק' (מס' 2)      תשכ"ח-1968	40	788
תקנות 5 או 8 ושהוא בקי בהפעלת עגורן מהסוג ודרגת העומס שלגביו הוא מבקש הסמכה. תק'     תשנ"ו-1996	40	789
תקנת משנה 29(ג) הנוסח הקודם:  (ג) לא יעבוד אדם בצורן דו-חמצני גבישי בתהליך של ניקוי בהתזת חול אלא אם כן קיבל לכך היתר מיוחד מאת מפקח עבודה ראשי.   מיום 24.11.1990 תק' תשנ"א-1990	40	790
תקנה 17א חמרים לפיגום תק' תשע"ט-2019	40	791
הוראות מעבר. מס' 1573 מיום 30.4.1964 עמ' 1151 – תק' (מס' 3) תשכ"ד-1964	40	792
תקנות הבטיחות בעבודה (גיליון בטיחות, סיווג, אריזה, תיווי וסימון של אריזות), תשנ"ח-1998	40	793
תקנת פיגום לפני השימוש בו ויפסול כל רכיב שאינו מתאים. תק'     תשע"ט-2019	40	794
תקנות הגנת הצומח (הסדר, יבוא   ומכירה של תכשירים כימיים), התשנ"ה-1994	40	795
חוק החומרים המסוכנים), ובהתייעצות עם שר הבריאות, שר החקלאות ושר התעשיה והמסחר ובאישור ועדת העבודה והרווחה של הכנסת, לפי סעיף 48(א) לחוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, תשל"ז-1977	40	796
פקודה, "מבצע בניה" כמשמעותו בתקנות הבניה, וכן "המחזיק במקום העבודה" כמשמעותו בחוק ארגון הפיקוח על העבודה, תשי"ד-1954	40	797
הוראות תקנה 33(17); (21)  מידע אם נדרשת חוות דעת של מורשה נגישות מבנים, תשתיות וסביבה לבקשה להיתר לעבודה במקום ציבורי קיים, שהיא חובה לפי חוק שוויון זכויות לאנשים עם מוגבלות, התשנ"ח-1998	40	798
פקודה זו או תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד.   סימן ב': עבירות ועונשין עונש כשלא נקבע     במפורש (תיקון מס' 1)      תשל"ד-1974	40	799
חוק ארגון הפיקוח על העבודה, התשי"ד-1954	40	800
תקנות המהנדסים והאדריכלים" – תקנות המהנדסים והאדריכלים (רישוי וייחוד פעולות), התשכ"ז-1967	40	801
תקנות ארגון הפיקוח על העבודה (ניטור סביבתי וניטור ביולוגי של גורמים מזיקים), תשנ"א-1991	40	802
הוראות סעיף 211(ה), דינו – קנס 5,000 לירות או מאסר שלושה חדשים. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	803
תקנת משנה (ה). תק'     תשמ"ח-1988	40	804
תקנה 2(א) לתקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992	40	805
חוק שוויון זכויות לאנשים עם מוגבלות, ייתן מוסד תכנון משקל ראוי למטרות החוק האמור, לחובות המוטלות על החייב בביצוע נגישות ולהתאמות הנדרשות למימושן. מיום 16.1.2013 תק' תשע"ג-2012	40	806
פקודת בריאות העם, 1940, יראו כמעבידו את בעל בית החולים;   מיום 11.1.1968 תק' (מס' 2) תשכ"ח-1968	40	807
תקנות הבטיחות בעבודה (חפירת תעלות באדמה חולית), תשכ"ב-1961	40	808
חוק ארגון הפיקוח על העבודה" – חוק ארגון הפיקוח על העבודה, התשי"ד-1954	40	809
תקנות אלה במשך 30 שנים לפחות מיום ביצוען; המעבדה תשלח העתק מתוצאות הבדיקות, עם קבלתן, למפקח עבודה אזורי וליושב ראש הועדה הטכנית.   מיום 23.4.1998	40	810
תקנות הניטור; חריגה מעל ערכי ה-BEI, מהווה הוראה החלטית לאי-התאמה, גם בהעדר ממצאים קליניים או מעבדתיים אחרים, לאחר שבוצעה בדיקה חוזרת תוך 15 ימים; (8)   טרם מלאו לו 18 שנים; תק' תשס"ב-2002	40	811
