Id	Label	timeset	x_coord	y_coord	Degree	Eccentricity	closnesscentrality	harmonicclosnesscentrality	betweenesscentrality	componentnumber	pageranks	Weighted Degree	y_coord_unique	Authority	Hub	modularity_class	clustering	triangles	eigencentrality
תקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007			40	614	8	4	0.487837	0.496518	315.19161	0	0.001056	10		0.056386	0	4	0	0	0.125403
תקנת משנה (א), ישולמו דמי הפגיעה על ידי המעביד, במועדים בהם הוא נוהג לשלם שכר לעובדיו והמוסד יחזיר למעביד את הסכומים שהוא שילם, לאחר שהמציא הוכחות על התשלום. תק' (מס' 3) תשכ"ה-1965			40	615	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנת משנה 22(ג) תק'     תשנ"ח-1998			40	616	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות אלה:   מיום 1.1.2020 תק' תש"ף-2020			40	617	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
פקודה חלים עליו; (5)  לבדוק כל פנקס, תעודה, דין וחשבון או מסמך אחר, שניהולם, קיומם או הגשמתם היא חובה על פי חיקוק שביצועו בידי שר העבודה, ולהעתיק מהם; (תיקון     מס' 2)      תשמ"ב-1982			40	618	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
פקודה זו על מפעל כמשמעותו בהגדרה האמורה. (תיקון מס' 1)      תשל"ד-1974			40	619	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנת משנה (א).   מיום 31.3.1975 תק' (מס' 2) תשל"ה-1975			40	620	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה (תיקון מס' 1)      תשל"ד-1974			40	621	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות שהותקנו לפי פקודה זו; (תיקון     מס' 1) תשע"ד-2014			40	622	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
פקודת הבטיחות בעבודה (נוסח חדש),   תש"ל-1970			40	623	0	0	0	0	0	81	0.000197	0		0	0	87	0	0	0
תקנות אלה; תק' תשמ"ה-1985			40	624	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
חוק עוולות מסחריות, תשנ"ט-1999			40	625	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
הוראות בדבר דרכי סיוע של המעסיק לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	626	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנת משנה (א) לא תחול כאשר ההשלכה נעשית בתוך שוקת או מוביל סגורים, ומקום השפיכה מגודר למניעת גישת אדם.  מיום 29.8.1991 תק' תשנ"א-1991			40	627	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנת דיפון או חובת נקיטת אמצעים אחרים למניעת התמוטטות דפנות אינה חלה על חפירה המתבצעת באמצעות מכונה שאינה מצריכה הימצאות אדם בחפירה.  מיום 29.8.1991 תק' תשנ"א-1991			40	628	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק), לאחר התייעצות עם המועצה הארצית לתכנון ולבניה, אני מתקין תקנות אלה: הגדרות   1.    בתקנות אלה -  הוראת שעה     תשע"ב-2011			40	629	0	0	0	0	0	82	0.000197	0		0	0	88	0	0	0
הוראת שעה)     תשע"ט-2018			40	630	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957			40	631	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות סעיף זה אינן גורעות מאחריותו הפלילית של המחזיק במקום עבודה, לפי יתר הוראות חוק זה ולפי כל דין אחר. מיום 1.1.1983 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	632	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק השבות, תש"י-1950			40	633	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק בית הדין לעבודה, תשכ"ט-1969			40	634	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות. מינהלת המוסד (תיקון מס' 8)      תשע"ד-2014			40	635	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות חיקוק ובהתאם להן או שנעשה בתחום הרשאה חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. הגדרות (תיקון מס' 10) תשס"ה-2005			40	636	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
חוק שוויון זכויות לאנשים עם מוגבלות, סטייה ניכרת;   מיום 24.7.2016 תק' תשע"ו-2016			40	637	0	0	0	0	0	83	0.000197	0		0	0	89	0	0	0
הוראות תקנה זו אינן חלות על דמי הפגיעה ששולמו בהתאם לסעיף 14(א)(1) לחוק.  (ד) החישוב לפי תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957			40	638	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות 6, 25(3) ו-(4), 26, 51(2) ו-86 עד 90 – ביום ל' בכסלו תשכ"ח (1 בינואר 1968			40	639	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
פקודה זו. (תיקון מס' 1)      תשל"ד-1974			40	640	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות הוראות בדבר דרכי סיוע של המעסיק לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	641	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 7 לענין תחילה. מס' 929 מיום 30.7.1959 עמ' 1744 – תק' (מס' 2) תשי"ט-1959			40	642	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות סעיף 195, דינו – קנס 500 לירות 1,500 לירות וקנס נוסף 20 לירות 150 לירות בעד כל יום שבו נמשכת העבירה. פגיעה בתעודה מוצגת (תיקון מס' 1)      תשל"ד-1974			40	643	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות   החשמל(רשיונות), תשמ"ה-1985			40	644	0	0	0	0	0	84	0.000197	0		0	0	90	0	0	0
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ביום ד' בטבת התש"ף (1 בינואר 2020			40	645	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות עגורנאים" – תקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992			40	646	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
הוראות פרק ג' סימן ו': שרשרות, חבלים ואבזרי הרמה, וסימן ז': מכונות הרמה; (תיקון מס' 2)  תשמ"א-1981			40	647	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות   127. השר רשאי להתקין תקנות בדבר מימלטים מדליקה שיש להתקין למפעלים או לסוג או הגדר של מפעלים. התקנת מימלטים     וקיומם (תיקון מס' 1)      תשל"ד-1974			40	648	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות בטיחות ובריאות בטיחות, בריאות וגיהות הגדרות (תיקון מס' 9)      תשע"ו-2016			40	649	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק לתיקון פקודת הבטיחות בעבודה (מס' 6), תשס"ה-2005			40	650	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות פקודה זו או אינם מתיישבים עמן. תחילה   93.  תחילתו של נוסח חדש זה היא ביום ט' בתשרי תשכ"ט (1 באוקטובר 1968			40	651	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
הוראות הבטיחות מיום 28.5.2019 עד יום 27.5.2024 תיקון מס' 11 – הוראת שעה ס"ח תשע"ט מס' 2761			40	652	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות משנה (א) עד (ד), היו המקרקעין מקרקעי ישראל, יחולו לעניין הסכמת רשות מקרקעי ישראל הוראות אלה:   מיום 1.1.2020 תק' תש"ף-2020			40	653	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנת משנה (א). מיום 4.5.2000 תק' תש"ס-2000			40	654	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
הוראות סעיפים 98  ו-99, כולן או מקצתן, כל אימת שהוא משוכנע שמילוין אינו נחוץ או אינו מעשי. סימן י': דודי קיטור אישור להתקנה (תיקון מס' 1)      תשל"ד-1974			40	655	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנת משנה (א), ירחיקוהו מאתר הבניה. תק'     תשע"ט-2019			40	656	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודה זו או אינם מתיישבים עמן. תחילה   93.  תחילתו של נוסח חדש זה היא ביום ט' בתשרי תשכ"ט (1 באוקטובר 1968			40	657	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
חוק הגז (בטיחות ורישוי), תשמ"ט-1989			40	658	12	4	0.490416	0.500112	385.826068	0	0.001435	15		0.076211	0	4	0	0	0.164642
הוראות בדבר דרכי סיוע של המעביד לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים.   מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459			40	659	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות הבטיחות בעבודה (עבודות בניה), התשט"ו-1955			40	660	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה 4 לענין הוראות מעבר (תוקנו ק"ת תשכ"ב מס' 1254			40	661	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודת בתי-חרושת, 1946 פקודת הבטיחות בעבודה [נוסח חדש], תש"ל-1970			40	662	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
פקודה זו או לפי כל דין אחר. מיום 25.3.1992 תיקון מס' 7 ס"ח תשנ"ב מס' 1391			40	663	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנה 7, ובלבד שיש בידו תעודת סיום של קורס בנושאי בטיחות מיתקני חשמל, מתח גבוה ומתן עזרה ראשונה לנפגעי חשמל, ולאחר שעמד בהצלחה בבחינות שערכה יחידת הבחינות. מיום 26.4.1994 תק' תשנ"ד-1994			40	664	1	6	0.363904	0.408266	0	0	0.000328	1		0.010143	0	3	0	0	0.024086
הוראה מהוראות תקנות אלה, דינו - מאסר שישה חודשים, או קנס כאמור בסעיף 61(א)(1) לחוק העונשין, תשל"ז-1977			40	665	3	6	0.361422	0.406716	48.285212	0	0.000576	3		0.014432	0	4	0	0	0.033726
תקנה 13; (7)   קובץ תכנית ראשית כמפורט בתוספת; תק'     תש"ף-2020			40	666	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות התכנון והבנייה (רישוי בנייה) (הוראת שעה), התשע"ז-2017			40	667	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות הבטיחות בעבודה (עבודה בגובה),   תשסז-2007			40	668	0	0	0	0	0	85	0.000197	0		0	0	91	0	0	0
הוראות סעיף זה כדי לגרוע מאחריות לפי דין אחר. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	669	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות אלה;                     "שירות רפואי מוסמך" – כל אחד מאלה: (1)   לשכת בריאות מחוזית או נפתית של משרד הבריאות; תק'     תש"ס-2000			40	670	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. מיום 15.12.1998 תק' תשנ"ח-1998			40	671	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק החניכות. (ב) לענין תקנה 25(2)(ב) - מעבידו של החניך לענין חוק החניכות, תשי"ג-1953			40	672	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראה על פי סעיף 25(א), דינו – קנס 500 לירות. העברה מכהונה (תיקון מס' 8)      תשע"ד-2014			40	673	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק המהנדסים והאדריכלים, התשי"ח-1958			40	674	10	4	0.41337	0.451482	841.468334	0	0.001198	11		0.040854	0	5	0	0	0.096422
חוק זה, דינו – קנס 50 לירות. (תיקון     מס' 2)      תשמ"ב-1982			40	675	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראת שעה; תחילתה 30 ימים מיום פרסומה, תוקפה לשנה ור' תקנה 5 לענין הוראת מעבר. תוקנה מס' 6238 מיום 11.5.2003 עמ' 697 – הוראת שעה (תיקון) תשס"ג-2003			40	676	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
תקנה זו -   "תקופת האיזון" - תקופה רצופה של שנתיים החל מיום כ"ב באדר ב' תשי"ט (1 באפריל 1959			40	677	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנת משנה (א), רשאי להתמנות ולשמש מנהל עבודה – (1)   מי שהתמנה למנהל עבודה בעבודות בניה לפי תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955			40	678	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות פרק ב'1 האמור, ויציג אותם למפקח או לבודק מוסמך, לפי דרישתם. מיום 1.12.2015 תיקון מס' 8 ס"ח תשע"ו מס' 2510			40	679	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק העונשין, התשל"ז-1977			40	680	5	6	0.435702	0.466801	78.495529	0	0.000763	10		0.03226	0	4	0	0	0.074752
הוראות הקבועות בתקן.           (ג)   זקפים ומשטחים שיוצרו עד תום שישה חודשים מיום פרסומן של תקנות הבטיחות בעבודה (עבודות בנייה) (תיקון), התשע"ט-2019			40	681	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות החשמל (התקנת כבלים במתח שאינו עולה על מתח נמוך), תש"ס-2000			40	682	0	0	0	0	0	86	0.000197	0		0	0	92	0	0	0
תקנות האמורות. 4.        תקנות 79, 80 ו-164(א) עד (ג) לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	683	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות רישום קבלנים לעבודות הנדסה בנאיות (מנהלי עבודה), תשמ"ב-1982			40	684	1	6	0.31914	0.360243	0	0	0.0003	1		0.008378	0	7	0	0	0.018691
תקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	685	11	6	0.477785	0.49544	1642.446402	0	0.001348	11		0.043058	0	5	0	0	0.106019
חוק שוויון זכויות לאנשים עם מוגבלות, התשנ"ח-1998			40	686	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות הבטיחות בעבודה (מחצבות אבן), תשכ"ה-1965			40	687	2	4	0.336508	0.37792	11.805966	0	0.000398	2		0.016582	0	7	0	0	0.035495
הוראות פרק זה, יעמיד לרשותו את האמצעים הנדרשים למילוי תפקידו ויאפשר לו לבצע את עבודתו. מיום 28.5.2019 עד יום 27.5.2024 תיקון מס' 11 – הוראת שעה ס"ח תשע"ט מס' 2761			40	688	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראת שעה (תיקון) תשע"ב-2012			40	689	10	4	0.489123	0.498315	316.637256	0	0.001217	20		0.070831	0	1	0	0	0.150973
תקנה 3 לענין הוראת שעה (תוקנו מס' 4434 מיום 5.12.1982 עמ' 330 – תק' (תיקון) תשמ"ג-1982			40	690	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות מיוחדות לגבי סוגי מבוטחים אישור מקומות שיקום     מקצועי והכשרה מקצועית תק' (מס' 4) תשכ"ח-1968			40	691	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 121, לבקשת מבקש ההיתר, מותר לפעול לפי תקנות אלה מיום פרסומן.            תק' תש"ף-2020			40	692	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנת משנה (א)(3), (4), (5) ו-(6) יבוצעו במעבדה רפואית, ובדיקות המעבדה המפורטות בתקנת משנה (א)(11) יבוצעו במעבדה לבדיקות טוקסיקולוגיות. מיום 7.4.1999 תק' תשנ"ט-1999			40	693	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
פקודה על     תחנות חשמל וקווי חשמל (תיקון מס' 2)  תשמ"א-1981			40	694	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
פקודת הבטיחות בעבודה [נוסח חדש], התש"ל-1970			40	695	8	4	0.487837	0.496518	315.19161	0	0.001056	19		0.056386	0	4	0	0	0.125403
הוראת סעיף 7א(א), או לשמור, על אף הוראות סעיפים 7א עד 7ג, על מעמדו כנתבע בתובענה שהוגשה נגדו. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026			40	696	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
חוק החומרים המסוכנים; "מקום עבודה" – מקום עיסוק בחומר מסוכן;           "מפקח העבודה הראשי" – כמשמעותו בחוק ארגון הפיקוח על העבודה, תשי"ד-1954			40	697	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנה 20 תחילתה תחילתן של הוראות תקנות 20 ו-41(א)(2) לגבי עגורן-צריח הנמצא בישראל ביום פרסומן של תקנות אלה היא ביום ל' בכסלו תשכ"ח (1 בינואר 1968			40	698	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
הוראות תקנות 2 ו-4. מיום 29.8.1991 תק' תשנ"א-1991			40	699	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה; (7) הפיקוח הרפואי במחלקת באגף הפיקוח על העבודה במשרד העבודה והרווחה; (8) המחלקה הרפואית לעובדי המדינה במשרד הבריאות;           "רופא" – כמשמעותו בפקודת הרופאים [נוסח חדש], תשל"ז-1976			40	700	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנת משנה (ב), ואולם ניתן להמשיך להשתמש בכבל קיים שצבעי הזיהוי של בידוד מוליכיו אינם בהתאם לתקנת משנה (ב), ובלבד שיסומנו בסימוני זיהוי, כגון שרוולים, בצבעים כאמור. תק' תשס"ב-2002			40	701	0	0	0	0	0	87	0.000197	0		0	0	93	0	0	0
תקנות 1 ו-2א(ד)) מיום 24.10.2002 תק' תשס"ב-2002			40	702	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות עבודת מכון בקרה;           "נציגות הבית המשותף" – כמשמעותה בסעיף 65 לחוק המקרקעין, התשכ"ט-1969			40	703	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 9 לתקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), תשנ"ב-1992			40	704	0	0	0	0	0	88	0.000197	0		0	0	94	0	0	0
תקנת דיפון נשקפת סכנה לעובד בשל מפולת, יורד לתוך הבור, החפירה או התעלה תא הגנה שיקנה לעובד הנמצא בו את מידת הבטיחות הדרושה עד להשלמת העבודה.  תק'     תשנ"א-1991			40	705	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודת הבטיחות בעבודה;           "פקודת הבטיחות בעבודה" – פקודת הבטיחות בעבודה [נוסח חדש], התש"ל-1970			40	706	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 16א   פטור תק'     תשס"ב-2002			40	707	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות הביטוח הלאומי (ביטוח מפני פגיעה בעבודה), תשי"ד-1954			40	708	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות גליון הבטיחות והוראות תווית הסימון.   תק'     תשס"ט-2009			40	709	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	710	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 84 מותר לפעול לפי תקנות אלה בלבד החל ביום פרסומן.   תוספת (תקנה 2(ב))         ה' בתמוז התשנ"א (17 ביוני 1991			40	711	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
תקנות הבניה, וכן "המחזיק במקום העבודה" כמשמעותו בחוק ארגון הפיקוח על העבודה, תשי"ד-1954			40	712	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנות   מס מקביל (שירותי בריאות בעבודה) 1973 31 תקנות החשמל (מיתקן   חשמלי ארעי באתר בניה במתח שאינו עולה על מתח נמוך), תשס"ג-2002			40	713	0	0	0	0	0	89	0.000197	0		0	0	95	0	0	0
תקנת משנה (א).   מפעל נפרד תק'     תשי"ז-1956			40	714	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק שירות התעסוקה - תשי"ט-1959			40	715	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודת בריאות הציבור (מזון) [נוסח חדש], תשמ"ג-1983			40	716	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
חוק להחלפת המונח מעביד (תיקוני חקיקה), תשע"ד-2014			40	717	12	4	0.490416	0.500112	385.826068	0	0.001435	17		0.076211	0	3	0	0	0.164642
תקנה 197 הנוסח הקודם: הוראות מעבר 197. (א) מי שהתמנה למנהל עבודה לפי תקנות הבטיחות בעבודה (עבודות בניה), התשט"ו-1955			40	718	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות התכנון והבניה (סטיה ניכרת מתכנית), תשס"ב-2002			40	719	0	0	0	0	0	90	0.000197	0		0	0	96	0	0	0
תקנת משנה (א).   מיום 1.10.1982 תק' תשמ"ג-1982			40	720	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות תקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים), תשמ"ד-1984			40	721	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	7	0	0	0.092776
תקנות הבטיחות בעבודה (עגורני צריח),   תשכ"ז-1966			40	722	0	0	0	0	0	91	0.000197	0		0	0	97	0	0	0
תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. פיגום מיוחד תק' תשע"ט-2019			40	723	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2015 ו-2016), תשע"ו-2015			40	724	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות מעבר  תכניות ומפרטים     בעברית   194. תכניות ומפרטים לפי תקנות אלה יהיו בעברית.  תחולה תק'     תשנ"ח-1998			40	725	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנת כבלים במתח שאינו עולה על מתח נמוך), תש"ס-2000			40	726	0	0	0	0	0	92	0.000197	0		0	0	98	0	0	0
תקנת משנה 122(ב1)   מיום 5.3.2018 תק' תשע"ח-2018			40	727	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות אלה; תק'     תשנ"ט-1999			40	728	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות   התכנון והבנייה (רישוי בנייה), תשעו-2016			40	729	0	0	0	0	0	93	0.000197	0		0	0	99	0	0	0
חוק הטיס (ביטחון בתעופה האזרחית), התשל"ז-1977			40	730	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
תקנות   הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988			40	731	0	0	0	0	0	94	0.000197	0		0	0	100	0	0	0
תקנה 1 לתקנות עבודת הנוער (עבודות אסורות ועבודות מוגבלות), התשנ"ו-1995			40	732	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות כל דין, דין מי שקיבל הרשאה לביצוע תפקיד בדיקה ובקרה כדין עובד הציבור לעניין חוקים אלה: (1)  חוק העונשין, התשל"ז-1977			40	733	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), תשמ"ו-1986			40	734	9	4	0.488479	0.497417	267.911816	0	0.0011	11		0.058988	0	7	0	0	0.127308
תקנות בין-לאומיות כהגדרתן בסעיף 19ב בפרק הרביעי לצו הפיקוח על מצרכים ושירותים (שירותי הובלה ושירותי גרורים), תשל"ט-1978			40	735	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. מיום 27.1.2019 תק' תשע"ט-2019			40	736	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
